SAMPLE_NUMBER,Assay Date,Compartment Temp,Reagent-A ID,Reagent-A ID Exp Date,Reagent-B Exp Date,Reagent-B ID,Material-A ID,Reagent-C Lot,Reagent-D Lot,Reagent-E Lot,Reagent-F Concentration,Reagent-F Expiration,Reagent-F Lot,SOP Version,Agg%,INSTRUMENT,Main%,Lab_Site,Chemist
1804911,07/25/2018,5.2,UED-LBK-12974-0018,09/25/2018,,,02B00259B,,UED-LBK-12198-0118,13-028-0104,1.0,09/29/2020,001,17.0,2.9175509118000003,028,93.513188441,Stat,ChemistT
1806848,08/02/2018,4.9,UED-LBK-12198-0143,09/25/2018,,,B02705-18A,,UED-LBK-12198-0118,13-028-0104,1.0,09/29/2020,001,17.0,3.0054929627,028,93.44588863799999,Stat,ChemistT
1818386,09/20/2018,5,50-047,12/13/2018,,,B02797-18A,,50-015,13-028-0104,1.0,09/29/2020,001,17.0,2.9415987548,184,93.450994926,LIN,ChemistN
1823490,10/04/2018,5,50-047,12/13/2018,,,B02797-18A,,31-098,13-028-0104,1,09/29/2020,001,17.0,2.9900558932999997,018,93.399285255,LIN,ChemistN
1825941,10/15/2018,5,50-085,01/15/2019,,,B02797-18A,,51-069,13-028-0104,1.0,09/29/2020,001,17.0,2.9597862012,018,93.336444357,LIN,ChemistN
1829028,10/30/2018,5,50-085,01/15/2019,,,702R00185B,,08-011,13-028-0104,1.0,09/29/2020,001,17.0,2.8810150562,018,93.59611200799999,LIN,ChemistN
1830605,11/07/2018,5,50-085,01/15/2019,,,702R00185B,,08-011,13-028-0104,1.0,09/29/2020,001,17.0,2.910545782,018,93.57112779200001,LIN,ChemistN
1837839,12/06/2018,5,50-085,01/15/2019,,,702R00185B,,08-068,13-028-0104,1.0,09/29/2020,001,17.0,2.9430336212,010,93.393914639,LIN,ChemistN
1841287,12/19/2018,5,07-074,03/14/2019,,,702R00185B,,08-081,13-028-0104,1.0,09/29/2020,001,17.0,2.900131876,018,93.443804306,LIN,ChemistR
1844457,01/08/2019,5,07-074,03/14/2019,,,702R00185B,,15-011,13-028-0104,1.0,09/29/2020,001,17.0,2.9150813741,018,93.068264316,LIN,ChemistN
1850672,01/30/2019,5,15-065,04/30/2019,,,702R00185B,,15-011,13-028-0104,1.0,09/29/2020,001,17.0,2.9194818369999997,018,93.348949303,LIN,ChemistN
1854306,02/12/2019,5,15-065,04/30/2019,,,70R00185B,,15-069,13-028-0104,1.0,09/29/2020,001,17.0,2.9183566251,184,93.32147592700001,LIN,ChemistN
