SAMPLE_NUMBER,Assay_Date,Compartment_Temp,Reagent-A ID,Reagent-A_ID_Exp_Date,Reagent-B_Exp_Date,Reagent-B ID,Material-A ID,Reagent-C Lot,Reagent-D Lot,Reagent-E Lot,Reagent-F Concentration,Reagent-F_Expiration,Reagent-F Lot,SOP Version,Agg%,INSTRUMENT,Main%,Lab_Site,Chemist
1517748,2016-11-03,5.0,UED-LBK-5643-0104,01/14/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,41.0,,Stat,ChemistB
1517911,2016-11-04,5.0,3-047,12/22/2016,,,B05280-10B,,7-044,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,184.0,,LIN,ChemistN
1517961,2016-11-04,5.0,UED-LBK-5643-0104,01/14/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.3914231466,41.0,93.77775063600001,Stat,ChemistB
1517966,2016-11-04,5.0,UED-LBK-4339-0183,01/31/2017,,,B01322-16A,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,43.0,,Stat,ChemistE
1518559,2016-11-07,5.0,UED-LBK-6512-0003,01/27/2017,,,02B-00255B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,,41.0,,Stat,ChemistE
1518608,2016-11-07,5.0,UED-LBK-4339-0189,02/07/2017,,,B01322-16A,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0914115788,43.0,94.13915212,Stat,ChemistE
1518695,2016-11-08,5.0,3-047,12/22/2016,,,B05280-01B,,7-044,,1.0,07/01/2017,3-039-0106,14.0,,184.0,,LIN,ChemistN
1518707,2016-11-07,5.0,3-047,12/22/2016,,,B05280-01B,,7-044,,1.0,07/01/2017,3-039-0106,14.0,,184.0,,LIN,ChemistN
1521062,2016-11-09,5.0,3-047,12/22/2016,,,B05280-01B,,7-044,,1.0,07/01/2017,3-039-0106,14.0,,184.0,,LIN,ChemistN
1521933,2016-11-11,5.0,3-041,12/16/2016,,,Y04684-13W,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1522077,2016-11-11,5.0,UED-LBK-6512-0003,01/27/2017,,,02B00259B,,UED-LBK-4337-0194,13-028-0104,1.0,07/01/2017,3-039-0106,24.0,1.965872879,40.0,94.871497159,Stat,ChemistE
1522244,2016-11-14,5.0,3-041,12/16/2016,,,Y04684-13W,,7-044,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1522361,2016-11-14,5.0,UED-LBK-6512-0003,01/14/2017,,,02B00259B,,UED-LBK-5642-0035,13-028-0104,1.0,07/01/2017,3-039-0106,14.0,2.0317133472,41.0,94.410625231,Stat,ChemistE
1524636,2016-11-16,5.0,,,,,,,,,,,,15.0,,184.0,,LIN,ChemistN
1524637,2016-11-16,5.0,,,,,,,,,,,,15.0,,184.0,,LIN,ChemistN
1524709,2016-11-16,5.0,3-091,01/14/2017,,,B03452-19A,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1375,183.0,93.9775,LIN,ChemistH
1524976,2016-11-17,5.0,3-047,12/22/2016,,,B05268-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1525176,2016-11-17,5.0,UED-LBK-4339-0189,02/07/2017,,,B01322-16A,,UED-LK-5643-0100,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.2518578717,41.0,93.70916153600001,Stat,ChemistE
1525427,2016-11-18,5.0,UED-LBK-6511-0041,02/17/2017,,,702R00145b,,ued-lbk-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,43.0,,Stat,ChemistE
1525657,2016-11-21,5.0,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1525861,2016-11-21,5.0,UED-LBK-6511-0041,02/17/2017,,,702R00145B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0671389271,43.0,94.02696496899999,Stat,ChemistE
1526125,2016-11-22,5.0,UED-LBK-6512-0019,02/21/2017,,,02B00259B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3255026612000003,43.0,93.852394735,Stat,ChemistB
1526363,2016-11-23,5.0,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1526438,2016-11-23,5.0,3-090,01/14/2017,,,B02730-18A,,3-065,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3185,437.0,93.3735,LIN,ChemistH
1528899,2016-11-24,5.0,3-090,01/14/2017,,,B02730-18A,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.146,183.0,93.666,LIN,ChemistN
1528919,2016-11-24,5.0,,,,,,,,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1529216,2016-11-28,5.0,3-099,02/10/2017,,,B03222-01P,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.044,183.0,93.794,LIN,ChemistN
1531703,2016-12-01,5.0,0-038,02/25/2017,,,B03452-19A,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.4405,437.0,93.4965,LIN,ChemistN
1531752,2016-12-01,5.0,3-099,02/10/2017,,,,,7-044,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1532081,2016-12-02,5.0,0-039,02/25/2017,,,,,7-044,,1.0,07/01/2017,3-039-0106,5.0,,184.0,,LIN,ChemistN
1532405,2016-12-02,5.0,UED-LBK-6512-0033,01/14/2017,,,702R00145B,,UED-LBK-4339-0153,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.153138682,43.0,94.077926608,Stat,ChemistE
1532545,2016-12-05,5.0,4-007,03/02/2017,,,B02730/18A,,4-011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1006683818000003,437.0,93.712094057,LIN,ChemistR
1538941,2016-12-14,5.0,4-005,03/02/2017,,,B03452/19A,,7-064,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.3519316737,183.0,93.606679822,LIN,ChemistR
1540184,2016-12-19,5.0,0-039,02/25/2017,,,B03452-19A,,3-007,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0935,183.0,94.037,LIN,ChemistN
1548476,2017-01-05,5.0,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-5642-0126,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0840469986000003,43.0,94.039640225,Stat,ChemistL
1548539,2017-01-06,5.0,0-039,02/25/2017,,,B03222-01P,,3-007,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1615,183.0,93.581,LIN,ChemistN
1550852,2017-01-11,5.0,0-039,02/25/2017,,,B03222-01P,,3-057,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.103,183.0,93.8155,LIN,ChemistN
1557482,2017-01-26,5.0,UED-LBK-5642-0157,04/26/2017,,,702R00145B,,UED-LBK-5643-0100,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.0367608542,41.0,94.197790411,Stat,ChemistE
1564127,2017-02-07,5.0,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1286128789,43.0,93.908471785,Stat,ChemistE
1572010,2017-02-16,5.0,UED-LBK-6511-0078,04/04/2017,,,02B00259B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.2705207257,43.0,93.76597709100001,Stat,ChemistB
1574719,2017-02-22,5.0,0-039,02/25/2017,,,,,7-012,13-039-0106,1.0,07/01/2017,3-039-0106,15.0,2.266,183.0,93.421,LIN,ChemistN
1576380,2016-11-28,5.0,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1576407,2016-12-01,5.0,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1578600,2016-12-02,5.0,3-099,02/10/2017,,,B05298-01B,,7-044,,1.0,07/01/2017,3-039-0106,15.0,,184.0,,LIN,ChemistN
1581647,2017-03-07,5.0,UED-LBK-5642-0157,04/26/2017,,,702R00145B,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1363629214,40.0,93.99952537799999,Stat,ChemistE
1583872,2017-03-08,5.0,UED-LBK-5642-0157,04/26/2017,,,10476447,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,,40.0,,Stat,ChemistE
1584182,2017-03-09,5.0,6-069,06/08/2017,,,B03452-19A,,7-051,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.5235,183.0,93.1475,LIN,ChemistN
1584385,2017-03-09,5.0,UED-LBK-6511-0078,04/04/2017,,,10476447,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1990119908000003,40.0,93.99674707700001,Stat,ChemistE
1590549,2017-03-21,5.0,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-7937-0011,13-028-0104,1.0,07/01/2017,3-039-0106,15.0,2.1202292993,40.0,94.01376509,Stat,ChemistL
1601469,2017-04-06,5.0,6-069,06/08/2017,,,B02730-18A,,8-004,13-028-0104,1.0,09/29/2020,001,16.0,2.989,184.0,93.0175,LIN,ChemistN
1603065,2017-04-11,5.0,6-069,06/08/2017,,,B02730-18A,,8-004,13-028-0104,1.0,09/29/2020,001,16.0,3.028,184.0,93.3375,LIN,ChemistN
1605621,2017-04-12,5.0,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,,43.0,,Stat,ChemistL
1605884,2017-04-13,5.0,UED-LBK-5643-0179,06/20/2017,,,B02705-18A,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,3.0001885904,43.0,93.476736864,Stat,ChemistL
1609235,2017-04-19,5.0,UED-LBK-5642-0157,04/26/2017,,,B02705-18A,,UED-LBK-5642-0185,13-028-0104,1.0,09/29/2020,001,16.0,,40.0,,Stat,ChemistL
1610142,2017-04-21,5.0,UED-LBK-5642-0157,04/26/2017,,,B02705-18A,,UED-LBK-5642-0185,13-028-0104,1.0,09/29/2020,001,16.0,3.0098602269,40.0,93.423613706,Stat,ChemistL
1614594,2017-04-28,5.0,UED-LBK-6512-0145,07/26/2017,,,02B00259B,,UED-LBK-5642-0178,13-028-0104,1.0,09/29/2020,001,16.0,2.943871577,43.0,93.47188671100001,Stat,ChemistB
1618200,2017-05-08,5.0,6-069,06/08/2017,,,B03222/01P,,8-018,13-028-0104,1.0,09/29/2020,001,16.0,2.8904140161000003,184.0,93.252655841,LIN,ChemistS
1619051,2017-05-09,5.0,6-069,06/08/2017,,,B03222/01P,,8-018,13028-0104,1.0,09/29/2020,001,16.0,2.8797175963,184.0,93.094859905,LIN,ChemistS
1622288,2017-05-11,5.0,UED-LBK-6512-0145,07/26/2017,,,B01322-16A,,UED-LBK-5642-0199,13-028-0104,1.0,09/29/2020,001,16.0,2.8703920913,43.0,93.62763514299999,Stat,ChemistB
1629153,2017-05-24,4.9,UED-LBK-6512-0145,07/26/2017,,,02B00259B,,UED-LBK-6512-0160,13-028-0104,1.0,09/29/2020,001,16.0,2.9393431365,34.0,93.38069197200001,Stat,ChemistE
1630383,2017-05-31,5.0,6-069,06/08/2017,,,"B03222, 01P",,9-067,13-028-0104,1.0,09/29/2020,001,17.0,2.8653224823000003,184.0,93.476927074,LIN,ChemistS
1637618,2017-06-08,,UED-LBK-9418-0033,09/08/2017,,,02B00259B,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.9227128057,34.0,93.47856399,Stat,ChemistE
1638291,2017-06-12,,UED-LBK-9418-0033,09/08/2017,,,02B00259B,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.9486013287,34.0,93.40396164299999,Stat,ChemistE
1645966,2017-06-27,5.4,UED-LBK-9418-0033,09/08/2017,,,B01985-16A,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.8928728933,34.0,93.33841737,Stat,ChemistE
1647802,2017-06-28,5.2,UED-LBK-7937-0168,09/28/2017,,,B01985-16A,,UED-LBK-7937-0120,13-028-0104,1.0,09/29/2020,001,17.0,2.8714704485,34.0,93.259948239,Stat,ChemistE
1648316,2017-06-30,5.0,6-048,09/29/2017,,,B05280-01B,,6-015,13-028-0104,1.0,09/29/2020,001,17.0,2.8954825115,184.0,92.689176878,LIN,ChemistN
1656094,2017-07-11,5.0,6-048,09/29/2017,,,B05280-01B,,3-098,13-028-0104,1.0,09/29/2020,001,17.0,2.9001284308,184.0,93.12598559799999,LIN,ChemistN
1665143,2017-08-01,5.0,UED-LBK-7937-0168,09/28/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.9017039648000003,41.0,93.503067614,Stat,ChemistB
1667350,2017-08-02,5.0,5-033,10/31/2017,,,B05280-01B,,6-086,13-028-0104,1.0,09/29/2020,001,17.0,2.876565632,381.0,93.15491153100001,LIN,ChemistN
1667682,2017-08-03,5.0,UED-LBK-9418-0100,11/02/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.8759466192,43.0,93.577821425,Stat,ChemistB
1667686,2017-08-03,,UED-LBK-9418-0100,11/02/2017,,,B01322-16A,,UED-LBK-9417-0034,13-028-0104,1.0,09/29/2020,001,17.0,2.8977406911,43.0,93.538491726,Stat,ChemistB
1684494,2017-09-12,5.4,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,,29.0,,Stat,ChemistL
1687054,2017-09-14,5.2,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9344332629000003,26.0,93.49344311,Stat,ChemistL
1687246,2017-09-15,4.9,UED-LBK-9981-0064,12/05/2017,,,702R00145B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9547780967,26.0,93.450973262,Stat,ChemistL
1687459,2017-09-20,5.0,37-081,12/15/2017,,,B05280/01B,,37-093,13-028-0104,1.0,09/29/2020,001,17.0,2.9210710033,408.0,92.99798651799999,LIN,ChemistR
1689596,2017-09-21,5.2,UED-LBK-9981-0086,12/19/2017,,,B02705-18A,,UED-LBK-9417-0074,13-028-0104,1.0,09/29/2020,001,17.0,2.918587641,28.0,93.62564652799999,Stat,ChemistE
1690484,2017-09-26,5.0,6-048,09/29/2017,,,B05280/01B,,37-093,13-028-0104,1.0,09/29/2020,001,17.0,2.9116350844,408.0,93.125168309,LIN,ChemistR
1693562,2017-10-02,5.0,UED-LBK-10131-0071,01/02/2018,,,02B00259B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8572507088,40.0,93.598246406,Stat,ChemistE
1693835,2017-10-03,5.0,UED-LBK-10131-0071,01/02/2018,,,02B00259B,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9105928803,40.0,93.513192503,Stat,ChemistE
1695040,2017-10-04,5.0,5-033,10/31/2017,,,B05280-01B,,37-095,13-028-0104,1.0,09/29/2020,001,17.0,2.9044181517000003,408.0,92.882153648,LIN,ChemistN
1696902,2017-10-09,5.0,5-033,10/31/2017,,,B05280,,37-095,13-028-0104,1.0,09/29/2020,001,17.0,2.9289752202,408.0,92.82331088,LIN,ChemistN
1701059,2017-10-19,5.0,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9075106398000004,40.0,93.561863746,Stat,ChemistE
1702116,2017-10-24,5.0,5-033,10/31/2017,,,B05280/01B,,37-095,13-028-0104,1.0,09/29/2020,001,17.0,2.8180468249,408.0,93.342235944,LIN,ChemistN
1702251,2017-10-24,5.0,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9080554995,40.0,93.52314225100001,Stat,ChemistE
1703565,2017-10-25,5.0,UED-LBK-9417-0126,11/02/2017,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.9445709873,40.0,93.43445622,Stat,ChemistE
1707333,2017-11-07,5.0,37-053,01/12/2017,,,B03222-01P,,37-025,13-028-0104,1.0,09/29/2020,001,17.0,2.8800258538,184.0,93.43205939100001,LIN,ChemistN
1708867,2017-11-08,5.0,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8791624268,40.0,93.529519805,Stat,ChemistE
1709087,2017-11-09,5.0,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9981-0048,13-028-0104,1.0,09/29/2020,001,17.0,2.8277420832,40.0,93.57582542,Stat,ChemistE
1717247,2017-11-30,5.0,UED-LBK-10131-0095,02/08/2018,,,B01985-16A,,UED-LBK-9980-0086,13-028-0104,1.0,09/29/2020,001,17.0,2.9879347643000003,40.0,93.301275095,Stat,ChemistB
1717598,2017-12-05,5.0,36-053,02/06/2018,,,B03222-01p,,37-038,13-028-0104,1.0,09/29/2020,001,17.0,,184.0,,LIN,ChemistN
1718026,2017-12-05,5.0,UED-LBK-10131-0111,03/05/2018,,,B01985-16A,,UED-LBK-9981-0137,13-028-0104,1.0,09/29/2020,001,17.0,2.8855720193,40.0,93.477718974,Stat,ChemistE
1719553,2017-12-07,5.0,UED-LBK-10131-0111,03/05/2018,,,B01985-16A,,UED-LBK-9981-0137,13-028-0104,1.0,09/29/2020,001,17.0,2.959186985,40.0,93.365100383,Stat,ChemistE
1720454,2017-12-12,5.0,36-053,02/06/2018,,,702R00190B-702R,,37-038,13-028-0104,1.0,09/29/2020,001,17.0,2.8725126617,184.0,93.40390789700001,LIN,ChemistN
1722340,2017-12-15,5.0,UED-LBK-9981-0086,12/19/2017,,,02B00259B,,UED-LBK-9980-0086,13-028-0104,1.0,09/29/2020,001,17.0,2.9460645927,41.0,93.506940536,Stat,ChemistB
1732464,2018-01-05,5.0,36-053,02/06/2018,,,702R00190B,,37-038,13-028-0104,1.0,09/29/2020,001,17.0,2.90348145,184.0,93.461663703,LIN,ChemistN
1735151,2018-01-10,4.9,UED-LBK-10131-0123,04/03/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.9016815851,28.0,93.50493457399999,Stat,ChemistL
1735153,2018-01-10,4.7,UED-LBK-10131-0111,03/04/2018,,,B01986-16A,,UED-LBK-9981-0171,13-028-0104,1.0,09/29/2020,001,17.0,2.9696334018,29.0,93.36037725,Stat,ChemistT
1735302,2018-01-11,4.9,UED-LBK-10131-0123,04/03/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8881006922,28.0,93.49563046,Stat,ChemistL
1736058,2018-01-25,4.9,UED-LBK-10131-0123,04/03/2018,,,02B00259B,,UED-LBK-9981-0171,13-028-0104,1.0,09/29/2020,001,17.0,2.81891133,29.0,93.49913003200001,Stat,ChemistU
1743928,2018-02-01,4.9,UED-LBK-10131-0111,03/04/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.9235862907,28.0,93.49142953,Stat,ChemistL
1744163,2018-02-02,4.9,UED-LBK-11495-0048,05/02/2018,,,702R00145B,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8108641309,28.0,93.533918426,Stat,ChemistB
1744909,2018-02-06,4.9,UED-LBK-11495-0048,05/02/2018,,,B01322-16A,,UED-LBK-9981-0139,13-028-0104,1.0,09/29/2020,001,17.0,2.8896396108,28.0,93.545154923,Stat,ChemistE
1750428,2018-02-19,5.0,85-003,05/16/2018,,,702R00190B,,35-081,13-028-0104,1.0,09/29/2020,001,17.0,2.9177719351,406.0,93.158660521,LIN,ChemistS
1751971,2018-02-21,4.9,UED-LBK-9981-0199,05/16/2018,,,B01322-16A,,UED-LBK-11495-0029,13-028-0104,1.0,09/29/2020,001,17.0,2.9523053991,28.0,93.427655392,Stat,ChemistE
1754560,2018-02-28,4.9,UED-LBK-9981-0199,05/16/2018,,,b01322-16a,,UED-LBK-11495-0029,13-028-0104,1.0,09/29/2020,001,17.0,2.9291573635000003,29.0,93.440239028,Stat,ChemistU
1754743,2018-03-02,5.0,85-003,05/16/2018,,,702R00190B,,35-081,13-028-0104,1.0,09/29/2020,001,17.0,2.9122571402,406.0,93.368169286,LIN,ChemistS
1759498,2018-03-15,5.0,86-037,06/09/2018,,,702R00190B,,34-066,13-028-0104,1.0,09/29/2020,001,17.0,2.9390889094,406.0,93.05014942700001,LIN,ChemistS
1759653,2018-03-15,5.0,UED-LBK-9981-0199,05/16/2018,,,B01322-16A,,UED-LBK-11495-0046,13-028-0104,1.0,09/29/2020,001,17.0,2.9353263978,40.0,93.44994902,Stat,ChemistU
1761382,2018-03-21,5.0,UED-LBK-11495-0096,06/21/2018,,,B01322-16A,,UED-LBK-11495-0046,13-028-0104,1.0,09/29/2020,001,17.0,2.9069424608,41.0,93.46499126299999,Stat,ChemistU
1764125,2018-03-30,5.0,UED-LBK-11495-0096,06/21/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8406613072000004,41.0,93.664922284,Stat,ChemistB
1766174,2018-04-04,5.0,85-047,07/03/2018,,,702R00193B,,85-032,13-028-0104,1.0,09/29/2020,001,17.0,2.8957320846,18.0,93.48525263,LIN,ChemistN
1767578,2018-04-09,5.0,85-047,07/03/2018,,,702R00193B,,85-032,13-028-0104,1.0,09/29/2020,001,17.0,2.9316067403,18.0,93.434482216,LIN,ChemistR
1769057,2018-04-12,5.0,UED-LBK-12198-0054,05/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8853875354,40.0,93.615793639,Stat,ChemistU
1769104,2018-04-12,5.0,UED-LBK-12198-0054,05/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.930602533,40.0,93.51532759700001,Stat,ChemistE
1770308,2018-04-17,5.0,UED-LBK-11496-0078,07/16/2018,,,B01986-16A,,UED-LBK-11496-0056,13-028-0104,1.0,09/29/2020,001,17.0,2.8812078675,34.0,93.47190629100001,Stat,ChemistT
1771957,2018-04-24,5.0,85-047,07/03/2018,,,702R00193B,,86-021,13-028-0104,1.0,09/29/2020,001,17.0,2.9211032191000004,184.0,93.429048013,LIN,ChemistN
1774877,2018-04-30,4.9,UED-LBK-11496-0078,07/16/2018,,,02B00259B,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9259063261,28.0,93.486851137,Stat,ChemistE
1775267,2018-05-01,5.0,UED-LBK-11496-0078,07/16/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.9587974662,36.0,93.40222119,Stat,ChemistT
1776408,2018-05-02,5.0,85-047,07/03/2018,,,702R00193B,,85-084,13-028-0104,1.0,09/29/2020,001,17.0,2.9067529013,184.0,93.43348328100001,LIN,ChemistN
1776770,2018-05-03,5.0,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-11495-0081,13-028-0104,1.0,09/29/2020,001,17.0,2.8493253218,36.0,93.513217145,Stat,ChemistT
1779207,2018-05-10,5.0,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9350046938,28.0,93.390000434,Stat,ChemistT
1781594,2018-05-16,4.9,UED-LBK-12198-0068,08/02/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.8967337451,28.0,93.389343357,Stat,ChemistU
1784742,2018-05-23,5.0,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,3.0262318024,28.0,93.51395427799999,Stat,ChemistT
1787621,2018-06-01,5.0,85-047,07/03/2018,,,702R00193B,,40-048,13-028-0104,1.0,09/29/2020,001,17.0,2.9136490623,10.0,93.345368221,LIN,ChemistS
1788831,2018-06-05,,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.9983738598,28.0,93.55569791200001,Stat,ChemistE
1790804,2018-06-11,4.9,UED-LBK-12198-0088,08/18/2018,,,B02705-18A,,UED-LBK-11496-0099,13-028-0104,1.0,09/29/2020,001,17.0,3.0016939214,28.0,93.53839227700001,Stat,ChemistE
1792757,2018-06-18,5.2,UED-LBK-11495-0175,07/16/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.931955499,29.0,93.393526261,Stat,ChemistT
1795529,2018-06-26,5.0,UED-LBK-12974-0019,09/25/2018,,,B01986-16A,,UED-LBK-12198-0045,13-028-0104,1.0,09/29/2020,001,17.0,2.8119254418,40.0,93.446971515,Stat,ChemistU
1797576,2018-07-02,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11495-0168,13-028-0104,1.0,09/29/2020,001,17.0,2.8809335514,29.0,93.641440337,Stat,ChemistT
1799143,2018-07-05,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11495-0168,13-028-0104,1.0,09/29/2020,001,17.0,2.9612967965,29.0,93.538899358,Stat,ChemistT
1799606,2018-07-11,5.0,32-013,10/06/2018,,,B02797-18A,,32-004,13-028-0104,1.0,09/29/2020,001,17.0,3.0082468191000005,183.0,93.24185404,LIN,ChemistN
1801753,2018-07-16,5.2,UED-LBK-11495-0187,10/02/2018,,,B02705-18A,,UED-LBK-11496-0099,13-028-0104,1.0,09/29/2020,001,17.0,3.0413534445,28.0,93.38560027700001,Stat,ChemistT
1804911,2018-07-25,5.2,UED-LBK-12974-0018,09/25/2018,,,02B00259B,,UED-LBK-12198-0118,13-028-0104,1.0,09/29/2020,001,17.0,2.9175509118000003,28.0,93.513188441,Stat,ChemistT
1806848,2018-08-02,4.9,UED-LBK-12198-0143,09/25/2018,,,B02705-18A,,UED-LBK-12198-0118,13-028-0104,1.0,09/29/2020,001,17.0,3.0054929627,28.0,93.44588863799999,Stat,ChemistT
1818386,2018-09-20,5.0,50-047,12/13/2018,,,B02797-18A,,50-015,13-028-0104,1.0,09/29/2020,001,17.0,2.9415987548,184.0,93.450994926,LIN,ChemistN
1823490,2018-10-04,5.0,50-047,12/13/2018,,,B02797-18A,,31-098,13-028-0104,1.0,09/29/2020,001,17.0,2.9900558933,18.0,93.399285255,LIN,ChemistN
1825941,2018-10-15,5.0,50-085,01/15/2019,,,B02797-18A,,51-069,13-028-0104,1.0,09/29/2020,001,17.0,2.9597862012,18.0,93.336444357,LIN,ChemistN
1829028,2018-10-30,5.0,50-085,01/15/2019,,,702R00185B,,08-011,13-028-0104,1.0,09/29/2020,001,17.0,2.8810150562,18.0,93.59611200799999,LIN,ChemistN
